name	weight	ranking	foldChange	higherIn	case1	case2	case3	control1	control2	control3
ANP32B	0	502	0.48400340146068	case	0.573463588604866	0.876184335960346	0.376409545450067	0.359909561454824	0.0364748567011317	0.834109708891139
C18orf54	0	502	0.42172938463361	case	0.792581664120226	0.610092246274455	0.212548379439868	0.0762380475474331	0.0636865030513627	0.99617230952962
SHCBP1	0	502	-0.284690611348709	control	0.329041195839248	0.203592380287419	0.792156839532589	0.556925545740794	0.322882505170559	0.972244273128648
PDK1	0	502	-0.205158311638854	control	0.223461976125853	0.519916824790401	0.145443480124611	0.273930224222276	0.0983785303848749	0.745929372627335
CIITA	0	502	0.703699694909407	case	0.312386342019254	0.0538243021501204	0.489142450390656	0.13205467930969	0.170044626268754	0.199956952995643
TWISTNB	0	502	0.318303252831355	case	0.584523478528556	0.862187431116878	0.0128457468737627	0.699654848968811	0.371163798766144	0.0363292360197636
AKAP5	0	502	1.04328841239487	case	0.829914141021523	0.442934666053869	0.186612024812195	0.485904907517832	0.0397616226212385	0.188604065746608
FTSJ1	0	502	-0.0992187787660366	control	0.290462491547268	0.548009157335658	0.48523045694977	0.182716250813704	0.709240953533567	0.577547348622185
DR1	0	502	0.318649008319869	case	0.402554392063122	0.566860831789241	0.838226076700295	0.101214538189656	0.641341360210975	0.628272342585065
RAN	0	502	1.27372220815758	case	0.862057298433146	0.680394991214306	0.14105696859946	0.201584327245249	0.174060860147872	0.364774751422131
RPS26	0	502	1.06169874844655	case	0.6147395502164	0.371378578093092	0.73221698741175	0.13474601073799	0.0621519426336853	0.636558009588955
CHEBI:17489	0	502	0.0855508325757288	case	0.991187788329793	0.078228709185685	0.691066915983427	0.323789153997764	0.406659420297776	0.891293458108173
HERC2	0	502	-0.583389532031481	control	0.203698875185622	0.456350723650029	0.0344926197846326	0.950545048096336	0.463062925909165	0.25351820745369
GALK1	0	502	0.335642349580146	case	0.827209084946655	0.0478438001602993	0.48885726360846	0.532130560615834	0.202674299437306	0.286359337940548
NHSL1	0	502	0.919687645167804	case	0.675861618952774	0.73825699202679	0.971390410156509	0.24768570993469	0.869549890049143	0.125419176245427
PIK3R1	0	502	-0.744593401995395	control	0.248949470039808	0.0380015353959609	0.112451379350698	0.437276253172887	0.597940369107138	0.528573772748323
PTPRE	0	502	0.436506146984594	case	0.475785626569533	0.954244324359415	0.743213774200817	0.669087783169736	0.0230135370914409	0.820766361991123
CHEBI:58090	0	502	0.018942910114883	case	0.399075226726792	0.742372334463615	0.638541371339421	0.547695710952879	0.899426437101584	0.299775460104113
PAPSS1	0	502	0.152129705460704	case	0.599438249091412	0.937449567040729	0.594182912969943	0.609054494316718	0.452946115671495	0.787678917413547
NQO1	0	502	0.334519670449801	case	0.800522765803851	0.513363986157654	0.49862251273625	0.863134760252027	0.0580261764965854	0.437012573040754
CHEBI:16094	0	502	-0.119207915032761	control	0.105068771291171	0.240904799077728	0.567852659287788	0.380695949821835	0.106269376654518	0.550539716147499
CCNE2	0	502	-0.44835768342988	control	0.821442194126392	0.259965278716868	0.426504251336355	0.748955615477151	0.998425291506397	0.986114473782701
HIST2H3D	0	502	-0.0213131370228046	control	0.841086330045423	0.758974161342075	0.07623944235383	0.156696797557896	0.86632740366717	0.689780984124998
UBXN11	0	502	-0.00306104794465956	control	0.354506244400439	0.993342763841508	0.290586653457929	0.0581238178949717	0.615205796593277	0.970136776630278
CREM	0	502	1.91409401166142	case	0.430069462615833	0.356705749924566	0.561335047322794	0.339706962070075	0.0269444844838657	0.0959658384301467
MAP4	0	502	-0.0389444988184849	control	0.572239218412685	0.75285784110301	0.63333346832172	0.817176415224338	0.322522635620462	0.898092237410388
CHEBI:28666	0	502	0.935666780954356	case	0.700824730771237	0.110048497112667	0.930775859048123	0.377547669768167	0.463776233943276	0.0584430934125807
PSMG1	0	502	0.939246766504496	case	0.74246975698728	0.597045229614403	0.977769157702234	0.972604932176721	0.0990172329213107	0.123318151074745
CHEBI:41865	0	502	-0.29050755182826	control	0.757884150620785	0.430595200320603	0.0935965460059537	0.605318590650978	0.570988144269953	0.630725743368396
HOXD12	0	502	0.722640536373376	case	0.389128763569227	0.73071801732159	0.661734944417943	0.338236165549055	0.325875094193265	0.370104345713866
PEG10	0	502	-0.238389432046352	control	0.429302484999837	0.261176170571255	0.602772899485439	0.927983722291575	0.450492336647337	0.319572273729759
TADA3	0	502	-0.328787342614051	control	0.956344657500659	0.0948076815835639	0.473817863220927	0.898424694301282	0.577843795117458	0.795694331193399
UBL4A	0	502	0.124615949247993	case	0.572971367270484	0.450963489291171	0.356256342496277	0.850706460713442	0.0748443075998355	0.301704811674572
KIAA0391	0	502	1.13257698604693	case	0.849722054218674	0.640074510267742	0.47557844163322	0.256791917068097	0.0573426693754819	0.607461688382013
CEPT1	0	502	0.0295509904357829	case	0.276345316298223	0.132038817368816	0.671022018283348	0.285495500891502	0.300956435005654	0.461972243165118
CHEBI:15473	0	502	0.276322655499206	case	0.62232361515245	0.452822429824052	0.959645196993795	0.779946910428948	0.521721248782275	0.29259269105507
CHEBI:45441	0	502	-0.365534623488282	control	0.588361684613539	0.652199598948144	0.0890842655064104	0.701395228244418	0.561880235062444	0.832418956424072
SLC29A4	0	502	0.983921607569728	case	0.963468465806992	0.826998331558064	0.797742459847051	0.492511776265171	0.241554770085929	0.570525957373189
CHEBI:4047	0	502	-0.49522919883236	control	0.085902694967251	0.308076908420212	0.590775746140886	0.967667748479233	0.912720162652781	0.0705081138567619
SDSL	0	502	0.157410149519815	case	0.500498891603951	0.402363579005054	0.912196754252076	0.476161494330651	0.825734269699093	0.266311690876462
CHEBI:33995	0	502	-0.0641956383484319	control	0.521589676498055	0.884231316046448	0.101129318887619	0.994905517152424	0.444545883918906	0.170874830762596
TNNI2	0	502	-0.466764604177051	control	0.0901660021689635	0.700579510055142	0.293294642967131	0.490578621847789	0.982062563214574	0.560307422031177
CUX1	0	502	-0.0667422626624166	control	0.904666479690125	0.241872295147587	0.0515882053839337	0.503453396492993	0.578267561462169	0.202090504074273
CHEBI:17924	0	502	0.436479639029302	case	0.88438893850986	0.759831815719588	0.504128180597837	0.768772875919031	0.23442349639393	0.492368811109359
CHEBI:36528	0	502	-0.222895098525902	control	0.43898966680559	0.29092573719343	0.768375751898677	0.388084482070887	0.810590442462569	0.729367419628283
MSH5	0	502	-0.278233291279789	control	0.781722612917166	0.277438718955492	0.282985376214109	0.453259259537158	0.451274164510932	0.954996382288605
GPX6	0	502	-0.668236203974365	control	0.148465022943408	0.00610780302659897	0.225360245794357	0.132853968150371	0.249969169410276	0.762368339977811
CYB5D1	0	502	-0.260976675858282	control	0.619815927260871	0.374711141145558	0.331289642625589	0.758506328245576	0.955437531793689	0.0800681389349021
SKAP1	0	502	-0.300902504232755	control	0.260623679394421	0.436932780731988	0.453251351408243	0.56523693408585	0.142650346985794	0.938246224630109
MAP2	0	502	-0.303573748294867	control	0.445656211439575	0.304298468841678	0.7373846381813	0.648636599114185	0.512563384780399	0.974473843479017
KIAA1522	0	502	-0.308085522207889	control	0.843999511474936	0.290860330609039	0.509885654703147	0.798058063124077	0.971925137586938	0.607110428021082
TLN2	0	502	-0.550319395698769	control	0.196204918731252	0.242516308885001	0.382514191853397	0.220448242881705	0.648320621265659	0.957494958695934
CHEBI:60625	0	502	0.190108580689117	case	0.303851622777652	0.936683610022334	0.905483216847227	0.857890771063757	0.614671003416509	0.33065054115953
PTPN6	0	502	0.014566797921491	case	0.483294567734286	0.860190240827037	0.965257748969727	0.904728919137344	0.469650371915958	0.901215142217029
PSTPIP1	0	502	0.566720985888915	case	0.337812043871024	0.397228260437835	0.628267352552455	0.29201988504298	0.577780697646748	0.000365623763305734
DOK2	0	502	-0.335081017323821	control	0.798485829521549	0.479419104358615	0.132031170054907	0.725869758147902	0.911313227169849	0.483280019453646
LEFTY2	0	502	1.51498406556304	case	0.987487575189353	0.56499609309486	0.618301778328654	0.339445804371305	0.376220283460707	0.147474747267827
ATXN2L	0	502	0.263643950106025	case	0.159047554722395	0.489619389546545	0.383020104064703	0.272681226854142	0.228764772549632	0.314992086852311
AR	0	502	0.957572217324293	case	0.236879783226055	0.269811632673816	0.991193747568799	0.170274589896562	0.423524871222756	0.171375458208079
IPO11	0	502	0.292895402074221	case	0.70223663266789	0.989740142062215	0.286827284759212	0.664018225811431	0.273596220894793	0.592906936782863
RER1	0	502	-0.22752192917745	control	0.375471662697547	0.183675696266124	0.706191429589364	0.535851657583605	0.444565843866667	0.6576080119545
TOR1A	0	502	0.312906726532638	case	0.973704902674984	0.861656724924023	0.535205897505445	0.829109418219232	0.627515046901424	0.348962692898616
CDK15	0	502	0.400202959885559	case	0.972305555688457	0.0326325721064562	0.193211038592101	0.26736208064657	0.534641253536576	0.053693447435528
LFNG	0	502	1.73519093940006	case	0.643698049421405	0.331958019586653	0.689435100924171	0.176155780622799	0.385442159974304	0.0471680310748598
GOT2	0	502	0.219630914084423	case	0.860098876854161	0.748746995782957	0.0504550031686729	0.431186366407187	0.873450099080692	0.0558578091685061
ACBD7	0	502	0.452107462654233	case	0.401883398008086	0.644366458181644	0.184434115699354	0.475655037798496	0.300348734897046	0.071511995620654
COX5B	0	502	-0.294854999139996	control	0.631930797977457	0.169237962651665	0.0456583234773829	0.78522090790695	0.400029715619638	0.0156755449546512
CHEBI:16039	0	502	0.740067245047157	case	0.98523663941483	0.952205100722434	0.885041502041251	0.130651597357995	0.517723514394718	0.973679007254639
RPL24	0	502	1.29079520113094	case	0.559477405987275	0.543270235392249	0.839794385798114	0.0513557326803022	0.0618247144123362	0.73479672093121
CHEBI:86102	0	502	-0.191216071048163	control	0.933591915842209	0.251413476155819	0.118155245153682	0.627506476971335	0.231367220579307	0.752385614736353
INHBE	0	502	8.44970582472334	case	0.720343206000748	0.578572309853611	0.410414853697837	0.0290875518506981	0.118485991561029	0.0333136081311348
CHEBI:16225	0	502	3.31034210266975	case	0.484038516812342	0.915476599033373	0.12022858999065	0.136194609644932	0.0987800358735031	0.117606117130326
MFN2	0	502	0.141152143462242	case	0.63903109268123	0.895596526144395	0.572092522260723	0.694555598689595	0.890275455546976	0.261303269881319
CHEBI:50091	0	502	0.608078028818086	case	0.887636865889604	0.482506617380039	0.949390134629152	0.515678957454232	0.0333890773864002	0.893358001913081
NOC4L	0	502	-0.61852824477687	control	0.198736750098921	0.442739977763735	0.25638515979688	0.542582420314772	0.839034991901461	0.972061137678921
PCDHA2	0	502	-0.265317802051303	control	0.39536627395521	0.311754952248308	0.989865435151316	0.808483508969732	0.507266724816296	0.994073886211684
PRPS1L1	0	502	0.11410434303376	case	0.992175302495305	0.0553137719816675	0.349808041044371	0.793686029689862	0.113716441044558	0.346786263254747
GAS2L3	0	502	0.0623150844217424	case	0.402351616935948	0.753791773408712	0.20852237389343	0.501867087038036	0.49044565696202	0.292302135568305
BCHE	0	502	0.36988817786074	case	0.658856481072931	0.131947479760919	0.665827160044803	0.276632057868203	0.599441720175534	0.187247407159404
CHEBI:28955	0	502	1.34055205869323	case	0.901348123034512	0.355922119083384	0.97334470672087	0.119664941102955	0.0902161331201864	0.74314833631864
TH	0	502	-0.220256710068303	control	0.995381776517886	0.395870964014701	0.622699821538518	0.886597760157759	0.978224034127668	0.718018722684615
CHEBI:15534	0	502	-0.115870102437216	control	0.65316328109469	0.885521227489635	0.0635378925573686	0.970288991112123	0.653018772578069	0.188894725512381
SFXN1	0	502	-0.726171888218907	control	0.108436427855515	0.0212395486219491	0.373509533241305	0.942526312878199	0.4611321265498	0.43393780460202
ITGBL1	0	502	-0.323773679942713	control	0.036114030795356	0.844080719207746	0.166251535436548	0.638128132512361	0.863758110483555	0.0455931354331871
ZCCHC11	0	502	0.127414204528304	case	0.618091239046974	0.288070643822235	0.231278078105778	0.0905901520413662	0.262829072110785	0.655473475980963
B3GALT1	0	502	-0.482235513050924	control	0.567144361897996	0.250342882536472	0.0522086332938522	0.07470811489881	0.82396294284602	0.781042208904641
FUS	0	502	0.711456720516574	case	0.961964657805326	0.488379635024966	0.901756316713514	0.18245093620079	0.328975305064346	0.862900425221566
CALCOCO2	0	502	0.290098564971264	case	0.746105469418888	0.729036115345013	0.793291699901326	0.0316876620019078	0.941300531148415	0.785352871833154
UBE2A	0	502	-0.117209171406947	control	0.662516098435082	0.202616096163795	0.373014324844645	0.724936308045872	0.244108071013869	0.433492302723436
ABCC12	0	502	0.0845730688581494	case	0.52331331841201	0.216276205436509	0.832054705376542	0.144158809946439	0.95711016517866	0.347821246965429
RAX	0	502	0.655433480286195	case	0.259894281484397	0.97633451477942	0.753834556589773	0.635926816608026	0.510824964684785	0.0553885502592265
SDF2L1	0	502	0.0014829763156019	case	0.961993766916173	0.593235792436551	0.621863097261786	0.789847558684815	0.564579859307507	0.819441442588722
SORBS2	0	502	-0.256486397726322	control	0.54020403751352	0.304403578093467	0.394093180849151	0.566253126608988	0.993716131600963	0.106040338209226
BCL2L1	0	502	0.175646627519653	case	0.0302701634197687	0.967702883195329	0.359277961450212	0.377413923888473	0.770983940011353	0.00607404653196786
ELF4	0	502	0.191931745194103	case	0.696314463411127	0.895969830651651	0.0888524608922825	0.821586115511533	0.313801920872552	0.275042352548372
CHEBI:46245	0	502	-0.194639066791316	control	0.519716157920878	0.19002547679228	0.341677003639647	0.304880829506504	0.0578726248164741	0.942771304822948
RPRM	0	502	-0.412646408581342	control	0.0590305556644841	0.0017993238791566	0.548670594067366	0.319373097536832	0.0440737918191335	0.674259328016191
FGD6	0	502	0.0397085633900496	case	0.890036233228213	0.711763763315268	0.460547461088786	0.78497989138293	0.812943969672552	0.385658394829595
TESK1	0	502	0.0398393238167858	case	0.330202242514021	0.867726788909873	0.64545237343559	0.503736437057276	0.412073277714361	0.856946289582242
CHEBI:17123	0	502	-0.347318274909617	control	0.22970119787112	0.118307909837995	0.513520841267514	0.260996731933566	0.384163168822831	0.674824887935709
CHEBI:50116	0	502	-0.480925782300885	control	0.113948641995189	0.0390229767276427	0.814426468563278	0.732475524156582	0.523126532390386	0.608096918089583
CHEBI:121724	0	502	-0.326675297868772	control	0.310922713453606	0.598194525429778	0.0971832059869966	0.162949965018604	0.892148966891949	0.439425837023674
CENPK	0	502	-0.43343525063241	control	0.228432322135737	0.604313505631328	0.463713560645511	0.921075222102221	0.405920640599473	0.961285202895325
SOGA1	0	502	0.0659151059169643	case	0.651997167217003	0.516432410448888	0.589817489604743	0.222223462665215	0.604388896137601	0.822906498290483
LRRC25	0	502	0.38074873750462	case	0.0661601245983268	0.00750740409328399	0.187172070539839	0.0836087173480035	0.0948035564584498	0.0104994319560711
KDM7A	0	502	1.85814643566147	case	0.275431379860917	0.688933363588118	0.611330146637951	0.0737015537421595	0.335981277769252	0.141616734678351
CHEBI:11563	0	502	-0.0840398348801716	control	0.281820237560867	0.946020375394758	0.051941981368346	0.769551657662049	0.144841838461304	0.482809835482827
SLC4A1	0	502	0.417577714727442	case	0.880066259726056	0.873536456464217	0.575726948453721	0.817677026694343	0.244880529743163	0.580618433453006
MT-ND4	0	502	-0.00880399785809127	control	0.444330358699235	0.113276452523982	0.842344701828773	0.7404255352805	0.37897165848807	0.292988963991134
CTSL	0	502	0.0972949639520408	case	0.755914120907961	0.35456934119252	0.499725973621345	0.758248787177962	0.270319612046424	0.438866965577127
HSF5	0	502	-0.184628821097085	control	0.603296375815348	0.241936830626701	0.439024887659214	0.961194980110539	0.215599299506781	0.398265186954992
ELOVL5	0	502	0.206224408314929	case	0.783265937404036	0.560333309840618	0.149057083245688	0.466424962099562	0.633731111043642	0.137305480611584
ATXN10	0	502	-0.702719040851933	control	0.113930638678426	0.612727107549884	0.0282794508957929	0.786996488000829	0.799715570149051	0.952761708644887
CHEBI:30860	0	502	1.05427076719355	case	0.978563885159978	0.300809090660725	0.756669787984348	0.422568083677206	0.208514026718345	0.360044666230198
CD37	0	502	-0.0874568992771997	control	0.848596675479549	0.798141714195157	0.79610623594284	0.943729958429594	0.896256192163473	0.836977407273554
CHEBI:17202	0	502	0.445842388166291	case	0.0506464976705434	0.795641626726704	0.29355559441744	0.00131439798824418	0.745709470805585	0.0413357256847293
ZDHHC21	0	502	-0.298216913655599	control	0.466201833790636	0.781092265910387	0.115206746018031	0.981267907154657	0.536385807038486	0.423830588052359
FABP4	0	502	-0.349025209967726	control	0.325653274948034	0.3510984324146	0.375091630987986	0.570194182308453	0.969965194019504	0.0756379701383665
AP2S1	0	502	0.235255475538155	case	0.63020512499975	0.054297353899977	0.82889374505677	0.346470554408469	0.564883170177399	0.313814877315829
TAS2R4	0	502	0.0346302603277691	case	0.230299163777674	0.708704616979225	0.841776581954761	0.557503053109067	0.217689898943781	0.945982651440048
TRAPPC3	0	502	0.112323381674009	case	0.579884973281289	0.992928441303996	0.665238451557799	0.299784702501575	0.857763286845635	0.854503454518775
HBEGF	0	502	0.444640946325769	case	0.603156320439897	0.162476485189887	0.960139975886254	0.159072822525737	0.861999317827353	0.173531117920384
HAL	0	502	0.0938439706167136	case	0.599879095832857	0.113566338672047	0.943117892210703	0.665256285872595	0.313302194836426	0.535883588923296
CORO1C	0	502	0.128573354158179	case	0.448427880383915	0.912875425886543	0.112699492380728	0.684202783274851	0.326984211497351	0.294889205964141
TAF5L	0	502	-0.540342277019906	control	0.0354234606827885	0.481656980372555	0.648287449225586	0.792409362348291	0.840013404018371	0.902872154222318
DEGS2	0	502	1.00144770479011	case	0.513814835038277	0.851805952008354	0.48080405167944	0.348624437659894	0.492532786265149	0.0813874092956911
CARS	0	502	0.178725192479476	case	0.407730161772637	0.809913803104205	0.0665206919491224	0.250074733353068	0.0519024840881931	0.787474899998168
RBM47	0	502	-0.0808162460977732	control	0.108046036615559	0.18675954426984	0.897771225532002	0.345003385293862	0.778018368946308	0.174408494450077
DYNLRB1	0	502	-0.183683735085195	control	0.459875628942314	0.247199856745663	0.497230128936991	0.328632592865502	0.426672385823044	0.719987951742843
CHEBI:31882	0	502	-0.113292292112839	control	0.45088275367583	0.0541888413672694	0.771303428858631	0.927485532892117	0.279961881386735	0.232006661228245
EME2	0	502	-0.0588053143964433	control	0.551140335804419	0.608961456453878	0.0603622294239692	0.756072432453704	0.333508011813132	0.207137482800106
C11orf87	0	502	1.11760767053974	case	0.805404317007998	0.77723242923451	0.262457464904029	0.288238633424684	0.366939952046648	0.216132109524524
CDK9	0	502	-0.216457784971125	control	0.700850072786061	0.511064089112722	0.651069368702479	0.606179876148598	0.794792410212092	0.976670544960923
TPH1	0	502	-0.128926032305935	control	0.872235503921598	0.0277500884482718	0.133603910449774	0.766029364237188	0.0386907855675434	0.381849006378176
TSTD2	0	502	-0.238659880113248	control	0.052192152428901	0.990385281566876	0.638545736824786	0.846152344274838	0.726669335495522	0.635288896447045
LIMS1	0	502	-0.392957222223198	control	0.219681311405346	0.500939923753605	0.384943094967874	0.901981191878953	0.872684459300564	0.0465640390505186
ARL8A	0	502	0.398483454190482	case	0.459642010111367	0.331997486961156	0.7656981256747	0.595707147578878	0.285814782532667	0.232068379506165
CHEBI:29184	0	502	0.115675323595534	case	0.95853359612901	0.173883139944506	0.652915682156136	0.0685361446160678	0.656849259385463	0.874840378958323
CUTA	0	502	0.974755552020331	case	0.790045356979438	0.625636394848839	0.381489065282516	0.218043374944113	0.231886625099597	0.460142548060862
SDF4	0	502	-0.112014901934949	control	0.451874609042501	0.575134832806326	0.300018582740438	0.869408491537521	0.621953941544503	0.00306357415717695
ACP7	0	502	0.492799598616817	case	0.333428186460866	0.750985384525444	0.340139555506767	0.414217854149326	0.0751237673533113	0.46494127608993
AMPD3	0	502	-0.538530337926677	control	0.0590953126800806	0.153518799776586	0.918926536712417	0.661209152001318	0.966755875499731	0.82407189316069
CHEBI:16320	0	502	-0.314028331324496	control	0.740905302893588	0.356787196602359	0.456266813303239	0.783484840322146	0.609969956623824	0.871885571701645
NEDD4L	0	502	0.172156904191436	case	0.506794524055503	0.143950800246145	0.442496952598123	0.247886007622878	0.383715179754413	0.301074526079261
PNPLA7	0	502	0.832787326244039	case	0.199925413139355	0.850607655245249	0.454185819615522	0.554425288853058	0.0305697733414173	0.236005206878626
NDUFS2	0	502	-0.108605184739452	control	0.427193551101288	0.33786974030834	0.94528200918664	0.229585395135581	0.85756558681509	0.831578262729024
GAL3ST1	0	502	-0.367486822344916	control	0.168690278712271	0.275196492845342	0.219118952550175	0.00691276397036733	0.603543185381736	0.437752605868436
KCNC3	0	502	-0.226935432221614	control	0.751694590854687	0.00601097311711618	0.882402795931734	0.766639397234634	0.847840405091208	0.507087306378726
CHEBI:64628	0	502	0.671720730242457	case	0.3683508416288	0.801911968617498	0.0198754228247094	0.0218332495144079	0.504616246876344	0.185474577732799
PPP6C	0	502	2.22343810753176	case	0.941817795239884	0.497408284738571	0.34176488323731	0.393103434605689	0.00791083757342614	0.15149857398175
CHEBI:17460	0	502	-0.364400126737403	control	0.0171725409107173	0.537842841324121	0.766027445694415	0.252540155757166	0.919073177464621	0.906805627355109
PALM2	0	502	0.2706401660303	case	0.829055908778801	0.870912524621325	0.342803701519393	0.204216921394176	0.410704795653201	0.992749903551154
CHEBI:17151	0	502	0.102824874044495	case	0.626590974955276	0.722843568666448	0.618806404154405	0.66227946721661	0.732365747785734	0.390081439337444
DDX39B	0	502	-0.123003898065848	control	0.538746515157219	0.668085931674845	0.453021162091896	0.914742080029946	0.151105278860338	0.826810550607002
MT1X	0	502	-0.527361164656406	control	0.650507635380061	0.178827792303708	0.0101626026279142	0.0069025477433895	0.815233276687081	0.954057682185195
RBBP4	0	502	-0.264194770862074	control	0.726629532306514	0.550495354874599	0.599081167470487	0.746423200362149	0.909602531861235	0.893842059352079
BACH2	0	502	-0.315340017862245	control	0.0944885639205785	0.959875078687972	0.601568348358472	0.799670794169673	0.777942461183173	0.841006255307916
TMEM126B	0	502	-0.0959000850692632	control	0.87757393430766	0.596021671986299	0.649417450961366	0.907798941071005	0.757123136425643	0.68328415745026
RAI2	0	502	-0.248725356954566	control	0.0143621439459858	0.808570708752387	0.342720632582221	0.97457393538529	0.405197523540783	0.171796261442336
GTF3A	0	502	0.672904443307532	case	0.294302626846237	0.984532354863445	0.493299255574885	0.119863491132223	0.701901080171244	0.237551305568045
FIBP	0	502	0.163886753934238	case	0.17991487850424	0.885924447669938	0.70177394525353	0.518969763416861	0.565460937121375	0.43428515858871
FXYD3	0	502	0.416379118286654	case	0.92629426819795	0.213837003113112	0.88780260142949	0.821974811688185	0.584736351923449	0.0250621847512497
CHEBI:78163	0	502	-0.873764300914962	control	0.0681804368270346	0.0346300613124667	0.0550578461561846	0.637022798742926	0.344914599267407	0.268646592413321
HMG20A	0	502	-0.571474926864708	control	0.581093227578491	0.451123791403174	0.0983619505457304	0.953910376899607	0.704233239500645	0.980159345094034
HNRNPAB	0	502	-0.0843051154681044	control	0.637151222525225	0.0137945567780947	0.649782785472762	0.946926373226851	0.16086367902273	0.312692454258049
SARNP	0	502	0.226759335392272	case	0.651269264764942	0.473710749132909	0.764070891236327	0.966605245331986	0.00151393336675809	0.57175164244331
NCOA3	0	502	-0.771828906166159	control	0.0559525294070209	0.248952278705433	0.125324791415593	0.437534793660125	0.546484124944015	0.901538065407817
DLG4	0	502	0.236685114604569	case	0.81685517377385	0.386422800554417	0.3644771752026	0.320839942810518	0.550827761821269	0.396039920386533
RSBN1L	0	502	0.0757419682128833	case	0.528922466328429	0.431433376426054	0.676230090282253	0.13405205840044	0.69453676079433	0.692766655813401
ING2	0	502	0.500906085641012	case	0.694350560622442	0.83088648474904	0.375758171217492	0.1345851502257	0.927494092054399	0.20448582449894
CTDSP1	0	502	0.0482619595260765	case	0.212404896281834	0.824646819632836	0.863458491467109	0.805947660318698	0.944210308868036	0.0628527864844988
TNFRSF10D	0	502	-0.371709502290934	control	0.543279946249851	0.452998612301112	0.291976750986029	0.524764264394895	0.903263329325526	0.622385892134218
SOS1	0	502	-0.456016468060002	control	0.702520272153464	0.380560169947678	0.133474990584297	0.944256970581438	0.604106286391469	0.688019576799395
KCNMA1	0	502	0.155389686711727	case	0.956434557260469	0.925868542840634	0.672650514427429	0.988340076638724	0.926209756983518	0.296785133197485
MRPS18B	0	502	0.263626994855934	case	0.444542162873471	0.740843627451167	0.202584980871927	0.409894179847122	0.116946258411827	0.571561840931681
LUZP1	0	502	0.645133680072119	case	0.085397830812645	0.737633073422826	0.868515198201092	0.371187877142478	0.340801507895534	0.316222560852251
CHEBI:18348	0	502	0.635860627806649	case	0.0573401475412575	0.946915999012028	0.751157321899609	0.226854092445029	0.0367304435835989	0.809497998396411
