name	weight	ranking	higherIn	case1	case2	case3	control1	control2	control3
GAL3ST1	0	502	control	0.168690278712271	0.275196492845342	0.219118952550175	0.00691276397036733	0.603543185381736	0.437752605868436
KCNC3	0	502	control	0.751694590854687	0.00601097311711618	0.882402795931734	0.766639397234634	0.847840405091208	0.507087306378726
CHEBI:17460	0	502	control	0.0171725409107173	0.537842841324121	0.766027445694415	0.252540155757166	0.919073177464621	0.906805627355109
DDX39B	0	502	control	0.538746515157219	0.668085931674845	0.453021162091896	0.914742080029946	0.151105278860338	0.826810550607002
MT1X	0	502	control	0.650507635380061	0.178827792303708	0.0101626026279142	0.0069025477433895	0.815233276687081	0.954057682185195
RBBP4	0	502	control	0.726629532306514	0.550495354874599	0.599081167470487	0.746423200362149	0.909602531861235	0.893842059352079
BACH2	0	502	control	0.0944885639205785	0.959875078687972	0.601568348358472	0.799670794169673	0.777942461183173	0.841006255307916
TMEM126B	0	502	control	0.87757393430766	0.596021671986299	0.649417450961366	0.907798941071005	0.757123136425643	0.68328415745026
RAI2	0	502	control	0.0143621439459858	0.808570708752387	0.342720632582221	0.97457393538529	0.405197523540783	0.171796261442336
CHEBI:78163	0	502	control	0.0681804368270346	0.0346300613124667	0.0550578461561846	0.637022798742926	0.344914599267407	0.268646592413321
HMG20A	0	502	control	0.581093227578491	0.451123791403174	0.0983619505457304	0.953910376899607	0.704233239500645	0.980159345094034
HNRNPAB	0	502	control	0.637151222525225	0.0137945567780947	0.649782785472762	0.946926373226851	0.16086367902273	0.312692454258049
NCOA3	0	502	control	0.0559525294070209	0.248952278705433	0.125324791415593	0.437534793660125	0.546484124944015	0.901538065407817
TNFRSF10D	0	502	control	0.543279946249851	0.452998612301112	0.291976750986029	0.524764264394895	0.903263329325526	0.622385892134218
SOS1	0	502	control	0.702520272153464	0.380560169947678	0.133474990584297	0.944256970581438	0.604106286391469	0.688019576799395
GNB2	0	502	control	0.796179066498458	0.791879184896751	0.000231065199416736	0.266221437567159	0.737228801225072	0.698789902488688
SLC16A6	0	502	control	0.345307862215166	0.849198707548984	0.273834301544268	0.432905328118769	0.426246661556396	0.964579101664028
CHEBI:28711	0	502	control	0.0735956358081999	0.52329905821511	0.284293074456312	0.506860511242541	0.536960416719289	0.544414709761594
FGFR1OP	0	502	control	0.207031948073074	0.429915301709775	0.435315805784207	0.3243245550001	0.769071432974493	0.846149148541502
CHEBI:17180	0	502	control	0.295534196164876	0.375210054242112	0.62758180927003	0.793023515561676	0.175771545768642	0.86031088116752
TAF10	0	502	control	0.151845722314485	0.329903979134036	0.71926392682241	0.815556369684112	0.416331859021737	0.500898616536949
ULK3	0	502	control	0.847910522313782	0.342105172194619	0.0239128813596552	0.752112653709533	0.739791840981316	0.994759585555902
MAP3K8	0	502	control	0.829561804399167	0.120262770779979	0.0226279867559067	0.0979891648463104	0.764566781879008	0.158897811993886
MDC1	0	502	control	0.570682850481878	0.346648685550547	0.923956335725144	0.615725142289619	0.754481358949251	0.757120064889279
CHEBI:27931	0	502	control	0.28601827249938	0.574616563380975	0.366796468997375	0.766967602751279	0.672727005911346	0.966933032936248
CHEBI:9754	0	502	control	0.441589056151223	0.672450963697648	0.149608598632666	0.296561777532987	0.740225524137642	0.450223504237578
FAM171A1	0	502	control	0.446215611691222	0.901831370980072	0.350802091637144	0.556364975093691	0.991735477952075	0.287057077700738
HIST4H4	0	502	control	0.465662408365111	0.199157181618953	0.335966095668561	0.969074471088058	0.128181357237449	0.752386592401845
TIMMDC1	0	502	control	0.747196944130713	0.276995239103975	0.886391470888295	0.87572400256463	0.986848749985563	0.58063359968943
LHX2	0	502	control	0.131830665475512	0.412804401721059	0.656487934875432	0.208245204973289	0.804330531934784	0.360486200417661
CHEBI:29269	0	502	control	0.123500832319801	0.0147636628050427	0.983916976496475	0.757273162983819	0.859792285576099	0.718459525105082
GCK	0	502	control	0.190902853244491	0.702764803428255	0.979789871891285	0.546692028178502	0.566252527997595	0.995323733027603
TSPYL1	0	502	control	0.145732099496291	0.506747151486991	0.250153013597979	0.357388192967744	0.754112680957328	0.0837001049906664
IVNS1ABP	0	502	control	0.585043615268716	0.38126609842696	0.62457070354219	0.700997789695237	0.51951476638776	0.468205896953011
GTF2F2	0	502	control	0.722902973268465	0.234251242532243	0.849828294959274	0.597302079801353	0.503441463478443	0.912045444279009
ECH1	0	502	control	0.654882898449669	0.393434593593473	0.00279042132911189	0.909951610123007	0.335197399918532	0.55263100106469
DCP2	0	502	control	0.890123477961687	0.0535751708614938	0.152952789981843	0.636006152111755	0.630904756752298	0.685149037652955
USP6NL	0	502	control	0.538525574469021	0.375051578272469	0.534160824643418	0.525561251235387	0.891977815013119	0.299654783124567
TAS2R7	0	502	control	0.0364255155254801	0.912218897036659	0.310596453716413	0.73195012915998	0.695744793197217	0.656757415222109
RHNO1	0	502	control	0.326244573060312	0.319205781809233	0.00355544745321035	0.164291390918458	0.799831433153626	0.698357060238472
OARD1	0	502	control	0.120912384580628	0.0699731489528251	0.244085770261907	0.541268467485969	0.934172712819677	0.596054366496088
PI15	0	502	control	0.135478205681502	0.158209784906886	0.823970887228072	0.869605555315031	0.511206371142388	0.830728820703439
CABLES2	0	502	control	0.332117891828341	0.286445866401004	0.852190649398636	0.787540530159212	0.740317886475583	0.122685008120538
HACD2	0	502	control	0.499648777847273	0.141149823637791	0.97069897317612	0.180468109688552	0.84558475858476	0.937607516890418
RABEP1	0	502	control	0.615288242215057	0.512086650483433	0.841244015022289	0.930598962817579	0.538154421989849	0.655208209015462
PFDN1	0	502	control	0.583132968088648	0.721326927294165	0.0785482063545127	0.0451518760404848	0.910136134062759	0.752910869021947
COIL	0	502	control	0.527882687738647	0.749848020738123	0.405828714806259	0.671593534312873	0.927719459132508	0.414709137697206
PCCB	0	502	control	0.0320728464199854	0.407319603105505	0.466312220637624	0.904813230017362	0.587700360395952	0.725489055407353
HECTD1	0	502	control	0.246069567106098	0.842387903898747	0.574533590173997	0.567732878272974	0.266097501342967	0.839972273220783
MEIS2	0	502	control	0.0477872923850662	0.793877600102571	0.166012377080293	0.716037342838811	0.893007371636192	0.394758736326736
MLLT1	0	502	control	0.0539776591702386	0.469105203551762	0.325997669971674	0.552928708571216	0.453497507245686	0.961595301654415
SLC2A7	0	502	control	0.0206180341199909	0.309524979334574	0.296436106009726	0.142281739817257	0.578421005504199	0.00817830248062723
LCP1	0	502	control	0.598628526633235	0.986852223389968	0.0674768030510901	0.396569245211042	0.994016875066189	0.487772273911447
CHEBI:16997	0	502	control	0.114030034515656	0.769933875855542	0.0689778462108583	0.576741695694105	0.983892883553004	0.618136762922027
AEN	0	502	control	0.0702135239869583	0.595336418647749	0.811088417621082	0.932196092808549	0.726158176374528	0.65422663236224
PDLIM1	0	502	control	0.0923984579238296	0.0680276941294123	0.987454806749042	0.608885538697176	0.718379028435567	0.165558181078708
HEATR1	0	502	control	0.237868792007306	0.968545940212993	0.150086578018891	0.719665612178919	0.778017556357603	0.511105903601362
ARIH1	0	502	control	0.104822212658895	0.546977086455275	0.53045904923442	0.459022394078519	0.221580140407825	0.766260738181077
BZW2	0	502	control	0.516270565774129	0.782968192518063	0.00234875567974879	0.816712735890955	0.01889538192665	0.495417913107209
PHF8	0	502	control	0.117565484621756	0.57677586024099	0.245130755184197	0.790172935024334	0.378395181508715	0.909101313751816
NCAN	0	502	control	0.12386050714682	0.4730306408997	0.41888446265122	0.4242855812171	0.674289716276666	0.207029203928117
RHOA	0	502	control	0.46741002677446	0.828801698488441	0.381289008027337	0.905531348068602	0.551075659074815	0.558915662241761
S1PR4	0	502	control	0.754536639716295	0.278211040263144	0.283847869017151	0.539999263770361	0.965444766947439	0.0402453742649577
BARD1	0	502	control	0.558118051358972	0.0728308048124289	0.0481811440107028	0.937091367960309	0.931475149923169	0.163658499050043
CDK5	0	502	control	0.427792595548456	0.751223605872008	0.219165982554382	0.660955064915145	0.378026726540899	0.438123344172232
CHEBI:16450	0	502	control	0.2671940572742	0.831188620534169	0.23917601408698	0.394657441563815	0.617670191946775	0.325667604046026
SCO2	0	502	control	0.898376325005631	0.327024293370015	0.702310918358637	0.847912159970545	0.830560709643071	0.81031963599662
RIN1	0	502	control	0.728444033957786	0.804069262570712	0.00763555477239597	0.945056074939906	0.957698738551541	0.399558974701933
MRPL15	0	502	control	0.267747536440096	0.708671064187825	0.103672124495835	0.291448355951266	0.705763049479018	0.265933837214148
CHEBI:60119	0	502	control	0.250084620589589	0.234926443836988	0.535564894512648	0.461664106934666	0.596761435885847	0.460448203298888
FANCA	0	502	control	0.927672720239348	0.398895557719012	0.164870242477034	0.346977441011452	0.586296073113408	0.623160939909453
ACP5	0	502	control	0.0685823485554556	0.268124426906609	0.883438702353724	0.318165716539783	0.968494148140419	0.801853430705716
GSG1L	0	502	control	0.501701052364218	0.687652548069517	0.710427307863708	0.802662600545296	0.671564766879643	0.688554782752196
APOBEC3C	0	502	control	0.600838938434792	0.363228621093965	0.873193957609839	0.74635192034512	0.389518808304106	0.998593388275938
PLEKHF2	0	502	control	0.112462378383286	0.407619444945905	0.0545396739097971	0.173954964110564	0.799976566417261	0.661043898011053
TMED9	0	502	control	0.498227929455356	0.91053578239871	0.630183351426678	0.841890255550603	0.640005910590266	0.90256966246009
ERCC3	0	502	control	0.277611122264388	0.206431022073808	0.983036222076956	0.510082854851545	0.885117154387046	0.217347988702561
ILVBL	0	502	control	0.197278942097314	0.579593462953119	0.17910412094158	0.87096144790796	0.0640022573461611	0.617800086454913
VAV2	0	502	control	0.297354293368622	0.0609502223844922	0.96295877536838	0.83666494027777	0.626954163968362	0.665877218675335
CHEBI:16695	0	502	control	0.396418535561727	0.440876468930202	0.534013751451731	0.859301689176415	0.411333966195378	0.267680191381798
CDC20B	0	502	control	0.420755683348492	0.0842580013374562	0.479614252288398	0.523377472974036	0.63858968599787	0.42386718305213
UVRAG	0	502	control	0.311475357650453	0.563237615425729	0.793666083025936	0.47736279426484	0.856556962747254	0.79932379675241
CHEBI:16284	0	502	control	0.693843170932226	0.53931058029157	0.0927137188642948	0.889883132710091	0.76357503291757	0.932312830215984
KDM4D	0	502	control	0.402088619037046	0.233090272198938	0.00387353551348724	0.509456125157452	0.781537245089357	0.306303387408322
SMPD2	0	502	control	0.295180804029962	0.587361742486469	0.511529092199426	0.620797947105788	0.935583203546324	0.439371832428688
NME6	0	502	control	0.306496779026379	0.45897386682236	0.678463634320796	0.733567439827716	0.739152167184324	0.306860040681821
GANC	0	502	control	0.282727516244758	0.353879166108453	0.320512844148039	0.13898888969974	0.693512615600087	0.166547468691594
TXNL4A	0	502	control	0.1552216209395	0.347186297893882	0.601579798458235	0.769507446909155	0.773318950848084	0.493947393301626
CHEBI:15538	0	502	control	0.000658667586112327	0.253718102314479	0.913152742372502	0.969765180908154	0.747217085683957	0.0865835108558467
DDX60	0	502	control	0.870902191503684	0.158406077778295	0.0990890086376651	0.32639346768068	0.773066476433341	0.160479198406076
CHEBI:17369	0	502	control	0.0422534253324928	0.361297056727092	0.511028924158354	0.137161036188198	0.572815526042185	0.717723587756788
FAM118B	0	502	control	0.904721981466327	0.741629092882824	0.11012834018281	0.384753630015334	0.953850335084432	0.674894462408198
LMX1B	0	502	control	0.800468374899062	0.00622578741150148	0.147416988338171	0.541606384905119	0.752219422620808	0.00824804511109911
DLD	0	502	control	0.137303658445877	0.901495619292659	0.39905123310678	0.15932672340166	0.627410342635826	0.788307138672737
CHEBI:58592	0	502	control	0.173572161534717	0.297795182472319	0.0610511462357189	0.709803116359699	0.549384662580998	0.805831138132599
METTL15	0	502	control	0.575183612467853	0.125014381285728	0.219471144449904	0.464864466073703	0.96950932318167	0.659454985328742
COPS4	0	502	control	0.489915162413395	0.083820882096006	0.0124099459694967	0.513956104801505	0.16296410308384	0.646564430916446
CA9	0	502	control	0.411421827387765	0.236129166372143	0.011427528814081	0.207844759450221	0.272724663967449	0.801732062713705
STARD9	0	502	control	0.0347767400997466	0.317805387932171	0.64244926558009	0.78458887459606	0.230133589900284	0.196570990132495
CHEBI:37451	0	502	control	0.346501990563077	0.749251259354427	0.193747340053374	0.42204075873948	0.998594597293282	0.272205438124067
LRRC40	0	502	control	0.0833159448238722	0.841851734724089	0.0908705781480208	0.721156309917713	0.51352085473234	0.00866849408275416
ADAMTS1	0	502	control	0.51110637094286	0.166889706987028	0.368441665384023	0.0731383111712196	0.38784630473503	0.928280818433486
EXOSC3	0	502	control	0.366833407852287	0.903097609289584	0.00779291063747434	0.594861918268641	0.249852757945931	0.52021949503067
CHEBI:78396	0	502	control	0.739479504887487	0.105124127822219	0.602701319215812	0.861977364476974	0.364752426466412	0.464125608109992
CHEBI:16692	0	502	control	0.804520877458731	0.729371937837905	0.308117688829788	0.65257739045701	0.926300759649667	0.336812107309553
BRD2	0	502	control	0.189471481685439	0.133431767732035	0.839349277568775	0.607439950952842	0.609187004749775	0.988287882218548
GHRL	0	502	control	0.820996478991022	0.50878723121457	0.514238061322073	0.799562340196158	0.587728764344903	0.746860937890996
OTP	0	502	control	0.637897620011436	0.530490290818691	0.4467741275926	0.796169117931073	0.77746242251411	0.669958827683787
PAEP	0	502	control	0.0161198018822152	0.85971704358549	0.341211145567738	0.954086903392649	0.657183183790527	0.795591999661478
ATF7	0	502	control	0.544521938346247	0.531242869458582	0.626464501073332	0.599817138290485	0.962433769377391	0.717255749860709
HTR5A	0	502	control	0.760436217840179	0.0666769445993232	0.123017016857453	0.0312004529517733	0.797085057474744	0.833703358649899
EIF2AK4	0	502	control	0.382868448331762	0.281660343494637	0.328535803427897	0.943594399351999	0.0148948755305561	0.953265676702766
RPL36A	0	502	control	0.0846491886172254	0.480900336365515	0.26818637266786	0.947922138757693	0.094149754391039	0.722548045183909
TRAM2	0	502	control	0.331989332624431	0.208258388796748	0.180516896172902	0.810832551157257	0.305566322109223	0.85309249591138
CHMP1A	0	502	control	0.371723308016557	0.326176172376762	0.0556884902568199	0.672717280988528	0.162207408733534	0.564184666841829
MBNL2	0	502	control	0.17651862896156	0.133394613360925	0.286518454768013	0.405695690981349	0.766770029537118	0.441602502251028
PTBP3	0	502	control	0.129519861034667	0.102407789887338	0.0773900470329255	0.438823921792014	0.6812559351515	0.701680740801675
ZNF483	0	502	control	0.686720018480803	0.152538081095451	0.395698472582128	0.95326416812625	0.919268407378886	0.947965234456929
CHEBI:15439	0	502	control	0.733772904933592	0.155552588056628	0.169215265314684	0.354697982136033	0.9889434196639	0.996168960152439
CHEBI:57502	0	502	control	0.437172437244658	0.089569402926861	0.43045231333246	0.339020861851316	0.932601115420277	0.779483271476543
FBXO25	0	502	control	0.379838916907628	0.454424561403129	0.41621813688281	0.895860046717408	0.461523347376351	0.989401408957501
MSI2	0	502	control	0.314061928673465	0.708588152395748	0.346001202788865	0.663340613593339	0.284804954762948	0.87397950733707
CHEBI:29182	0	502	control	0.24702417926404	0.505775562297944	0.886700762839575	0.918950568308254	0.602258176526865	0.617175241638266
NOL8	0	502	control	0.310679015912649	0.305053115317479	0.210030796707028	0.660071908400953	0.656462946712791	0.274817223251346
CHEBI:58326	0	502	control	0.408868908042171	0.789811183801969	0.130876547760118	0.690104919281635	0.309934086607524	0.33637834442203
NIPAL2	0	502	control	0.708010894064053	0.236386963587832	0.520515887325233	0.853723609811573	0.331643807037803	0.835723542423446
CHEBI:34306	0	502	control	0.0831558967534599	0.619386801215951	0.215761252172513	0.80610418744917	0.286563954039492	0.865584371478723
CHEBI:27721	0	502	control	0.461737838368131	0.615329400167534	0.0787394832466347	0.824767236231277	0.354826221665979	0.435374060410848
ABCG8	0	502	control	0.557292680689929	0.828981892712714	0.333492129876999	0.625844781330649	0.865829381113203	0.441342460352586
DIS3L	0	502	control	0.558565491802886	0.399066658162043	0.203815677165533	0.472332265248782	0.955275201170228	0.30011461607604
GABRA2	0	502	control	0.255962141002191	0.492934318642196	0.632993568362347	0.172756294298157	0.631146447463298	0.744464561687132
GEMIN6	0	502	control	0.431218447278074	0.539996086873947	0.680818922727965	0.775625723147884	0.376714427294387	0.851985238947533
CHEBI:16452	0	502	control	0.402329867986601	0.0959450018211512	0.152834142252458	0.55469172162718	0.034096895707185	0.657263655856109
PDE6C	0	502	control	0.181840078665688	0.0601654164594785	0.405720793714528	0.73064728664199	0.782249707503029	0.752951472185895
CHEBI:15355	0	502	control	0.584201224536599	0.771478304726038	0.693898958369993	0.900847104626894	0.817476329698851	0.60511845372825
ZNF428	0	502	control	0.221694546768398	0.895118154553158	0.4906709662866	0.794076816385522	0.676117732631756	0.195150090626943
CHEBI:4672	0	502	control	0.0704496323284114	0.424253270424153	0.896829007264381	0.12831095970352	0.363164094081499	0.980589355553048
CHEBI:58069	0	502	control	0.13665152189858	0.0832697475812942	0.110088847733172	0.942679255988563	0.0869606489015061	0.610371013940751
KLHL21	0	502	control	0.199834124667075	0.0523052207703927	0.767636165697467	0.872530820881277	0.454664027740148	0.517957929512896
TFPT	0	502	control	0.0568131809736324	0.103712840186889	0.0268386289622559	0.587488093829029	0.288085152626356	0.309190490494506
CHEBI:18116	0	502	control	0.585746995234228	0.377511518762747	0.500419192257721	0.962558310905168	0.376611564759353	0.946247503422748
PARD6G	0	502	control	0.174155244434031	0.262860807508653	0.827014907580009	0.849847674190795	0.146493033365658	0.410561866618572
CCDC18	0	502	control	0.534291049941029	0.622924050374514	0.0458850066372709	0.634025539141077	0.460742876227146	0.31006899727994
FUCA1	0	502	control	0.758194529715416	0.217792035525866	0.329409691116965	0.540817926388617	0.537535656063027	0.450239204612996
PREPL	0	502	control	0.0687981711037167	0.861008253299634	0.0130041242672279	0.517098497408891	0.460380826593087	0.262331778031573
COX5A	0	502	control	0.18352819552784	0.283939011564831	0.718067856677326	0.886122876372267	0.0140338143822113	0.882541234582713
TCEAL8	0	502	control	0.567684997801487	0.586177665240051	0.127122506592021	0.229022946792988	0.88776686793174	0.401038960967571
MTHFD2	0	502	control	0.815435155938747	0.608808359591158	0.0707552442693478	0.747817091128099	0.624682173299944	0.781681778277845
IGSF8	0	502	control	0.00135782878603108	0.479913680376225	0.378792075061979	0.413619453185279	0.206947941462873	0.327399541722703
HLA-C	0	502	control	0.0874688163187515	0.2580963839959	0.152921178784748	0.390028141360061	0.565849610384352	0.441682612344088
CHEBI:22614	0	502	control	0.0227986706409334	0.227341483977128	0.316374816239219	0.825320716477175	0.0711652600846836	0.675390380934978
CACNA1C	0	502	control	0.341064968909229	0.169241814542259	0.498673989242012	0.821790139319044	0.0495202961955035	0.199640280886106
ARPC5L	0	502	control	0.541353933307704	0.25844630775063	0.73860851672542	0.565679763291859	0.680883747990123	0.530161538610553
E2F3	0	502	control	0.926169082583073	0.197910057556161	0.0127556688922719	0.0543816168663496	0.781755812401584	0.62735684723012
CHEBI:17284	0	502	control	0.384313617882614	0.203796851047344	0.192580086806526	0.144128799607613	0.627762577051544	0.727346733111401
NUP98	0	502	control	0.627904177790549	0.0936245282198501	0.0607051042239655	0.401506428648898	0.81110564384679	0.0786346748632595
