name	weight	ranking	higherIn	case1	case2	case3	control1	control2	control3
DLG4	0	502	case	0.81685517377385	0.386422800554417	0.3644771752026	0.320839942810518	0.550827761821269	0.396039920386533
RSBN1L	0	502	case	0.528922466328429	0.431433376426054	0.676230090282253	0.13405205840044	0.69453676079433	0.692766655813401
ING2	0	502	case	0.694350560622442	0.83088648474904	0.375758171217492	0.1345851502257	0.927494092054399	0.20448582449894
CTDSP1	0	502	case	0.212404896281834	0.824646819632836	0.863458491467109	0.805947660318698	0.944210308868036	0.0628527864844988
KCNMA1	0	502	case	0.956434557260469	0.925868542840634	0.672650514427429	0.988340076638724	0.926209756983518	0.296785133197485
MRPS18B	0	502	case	0.444542162873471	0.740843627451167	0.202584980871927	0.409894179847122	0.116946258411827	0.571561840931681
LUZP1	0	502	case	0.085397830812645	0.737633073422826	0.868515198201092	0.371187877142478	0.340801507895534	0.316222560852251
CHEBI:18348	0	502	case	0.0573401475412575	0.946915999012028	0.751157321899609	0.226854092445029	0.0367304435835989	0.809497998396411
CHEBI:71580	0	502	case	0.629450486099479	0.510099705432381	0.419379649992969	0.446030958823852	0.538369850492198	0.365497581066373
CHEBI:28895	0	502	case	0.691191332858143	0.452173502329059	0.149463732367703	0.459096393967459	0.181222502654283	0.63342595377055
CHEBI:17719	0	502	case	0.946816667161595	0.390430829462498	0.87242501896288	0.259623434291208	0.0981679570288845	0.200796668743141
CHEBI:28494	0	502	case	0.520190318211477	0.738376511506287	0.601251143911812	0.133714508366169	0.303221566678817	0.598177740313402
CHEBI:16356	0	502	case	0.953813025197927	0.976438557351852	0.321188452831265	0.419228418590875	0.780122611965039	0.0837034416710265
CHEBI:81184	0	502	case	0.775027813981967	0.207158082586558	0.903759051181981	0.684688800419701	0.638943645628397	0.0406983292302818
THBS1	0	502	case	0.914187821243774	0.323401379477045	0.925105644987009	0.443093511026668	0.893148245658072	0.329360440753283
FBXL12	0	502	case	0.7825506477103	0.11087021836011	0.505292452205831	0.435663079837528	0.0606903874333861	0.709349661789857
FKRP	0	502	case	0.78485459109315	0.817118851307114	0.5749325019969	0.78925594132128	0.892954792490445	0.428640136534168
CAPZB	0	502	case	0.270831502151317	0.531685314237565	0.0465344640640383	0.501267453084442	0.0258533065890132	0.267345254738738
ZNF473	0	502	case	0.227810704816134	0.521122048508881	0.422531388268483	0.555181922697123	0.137563028376576	0.472951879363933
ENTPD4	0	502	case	0.321023217088951	0.77430970898665	0.467734261291993	0.630749738384446	0.424087432629228	0.160845331178376
CHEBI:46195	0.05089647124223	2	case	0.822182194600976	0.625450151917525	0.0650740424646463	0.245676181936889	0.524437187651802	0.268341968826029
PEX1	0	502	case	0.571829636228848	0.334619385839875	0.53414286394427	0.304959957607017	0.169798443378302	0.609174029586122
CCDC53	0	502	case	0.699133559301209	0.863937641058782	0.363946179540744	0.267229092367089	0.618652742745988	0.773320765204118
CHEBI:63998	0	502	case	0.796257943281577	0.198563072170653	0.151373665826451	0.0395063042516288	0.00684608946096921	0.572864576286178
BCL3	0	502	case	0.279039187274615	0.298284149829983	0.784027846268716	0.689124711134179	0.360582760275341	0.0943581612914803
XPNPEP2	0	502	case	0.675375318416595	0.496520270263375	0.486739211626018	0.717881398387593	0.191073265372555	0.106785749855255
RNF32	0	502	case	0.90366452636354	0.88990423168468	0.464798012873766	0.559029119569936	0.714397660814069	0.734893629307165
AFP	0	502	case	0.908525898848375	0.501414589868598	0.13125255159679	0.533354207803659	0.177867011268348	0.354592025606987
PLEKHA1	0	502	case	0.260511507083546	0.53395817866685	0.674557425628767	0.393098592724503	0.0169991299016039	0.298855434035719
GTF2H1	0	502	case	0.689637840074109	0.574249553785642	0.835159638023036	0.458066938000918	0.0397964695696392	0.71368094189454
HSPG2	0	502	case	0.0733616900804668	0.0649315348738551	0.728242423153538	0.109222496688655	0.585904472449875	0.0938030575753772
CHEBI:28912	0	502	case	0.822326222185306	0.358579960661015	0.498170315267308	0.00661076596420229	0.190733026170859	0.725170456137609
MRPL23	0	502	case	0.925858038017486	0.20350405288897	0.190918203621887	0.65917606662187	0.0509146326559937	0.0864144334599773
OAS1	0	502	case	0.492638598461781	0.81377958316422	0.124143787222168	0.580006430551879	0.0560957431770505	0.519950888705065
ALDH18A1	0	502	case	0.282205164558222	0.774994177417674	0.510633605136478	0.259623080110499	0.673396626434058	0.601877715939767
SPRR2A	0	502	case	0.975957517879964	0.165297620870777	0.38521587987977	0.0511708673569459	0.685267040499651	0.198503905239169
C16orf89	0	502	case	0.97301362389282	0.329779668283949	0.815242445313671	0.280397005689543	0.660605167199519	0.459680380401339
CHEBI:43474	0	502	case	0.365032625305747	0.204235670095109	0.638418458166358	0.25942744797746	0.519936595351645	0.157659169447911
COL22A1	0	502	case	0.309149618895917	0.767214736379813	0.448339380701919	0.547095959676547	0.331736410800664	0.421785817063031
CELA1	0	502	case	0.91576570404079	0.950033948013614	0.803385085996905	0.788113184048992	0.246476948149498	0.32233149631154
NDUFS4	0	502	case	0.897479892399884	0.68712911473695	0.467251755433503	0.969427855895745	0.254168532971016	0.251180701963122
SUPT20H	0	502	case	0.698253926627414	0.928845135619855	0.237598887672087	0.240645885287937	0.35070641014647	0.810858531249274
SRSF3	0	502	case	0.029332342754362	0.73210385001626	0.817570881268703	0.00885503009860023	0.935324882715596	0.0484267181861879
CHEBI:17797	0	502	case	0.827142322836315	0.239491695587883	0.951536218081585	0.57241631161166	0.101762134380532	0.139044011035605
AGO3	0	502	case	0.339986206482169	0.520850475083039	0.965005305843558	0.155461290328972	0.36687593972201	0.632557259152003
PON2	0	502	case	0.84671095888053	0.219077360108904	0.765284866775821	0.502367433727028	0.275845534967993	0.246833457405577
GPR107	0	502	case	0.581491252368133	0.662932909051294	0.915925025450221	0.188271775739867	0.226538649427265	0.836670823291279
SUPT5H	0	502	case	0.937676879074775	0.816235285166455	0.49543240879036	0.32419646346704	0.0013207800733116	0.453072418339775
ROBO1	0	502	case	0.681478514196212	0.687579247513742	0.558298491530906	0.380363559412667	0.315605538850825	0.398438689641481
CHEBI:30249	0	502	case	0.796245350725845	0.829580846725193	0.166784582313363	0.0194015027111201	0.964547891083534	0.0700099940684277
SPG11	0	502	case	0.617850587139279	0.706084765450312	0.947438262628722	0.577580061269445	0.666265239052169	0.142687919676604
GSTT1	0	502	case	0.0692789725680013	0.752874120082542	0.710455692980488	0.106872780238886	0.334042554571979	0.218319594919908
CHEBI:16189	0	502	case	0.13600738862009	0.496722203825239	0.970245561677518	0.732149758734352	0.522772766352871	0.119131928791299
UBE2D3	0	502	case	0.788891319657009	0.865132654012061	0.998426789341871	0.970522786956106	0.273354365608348	0.0431371009641738
GLT8D1	0	502	case	0.243647912616785	0.0987563119710001	0.958478804453122	0.302752325729782	0.0810642195290494	0.867268018847985
WDR72	0	502	case	0.858352760228758	0.402969908979534	0.0740865173899161	0.0480286131823641	0.203959494037159	0.134950924298905
AMD1	0	502	case	0.698199766179566	0.107040155400183	0.311820903915726	0.385352105175205	0.624099305895655	0.0649206776199452
ATP2A3	0	502	case	0.733742133263281	0.724166170480622	0.895170779995606	0.361716380248139	0.725205115537093	0.6724449515439
HSPA12A	0	502	case	0.650530624454913	0.613682347960576	0.834768311582722	0.287584055249314	0.834364187698236	0.482206924740791
RRAS2	0	502	case	0.326388135088882	0.566620582441644	0.64020984616491	0.450528094868533	0.202117631572217	0.313483664719508
RPUSD2	0	502	case	0.661776196778501	0.811319158706923	0.803182575087435	0.806632520363243	0.469092961868098	0.3235009696048
CHEBI:15344	0	502	case	0.147817414181606	0.944029193841664	0.0641222317658926	0.282957873186578	0.340393733719399	0.450336623974149
NEU2	0	502	case	0.019764663728817	0.871452148941678	0.263148319353776	0.0683092386250433	0.063851184823046	0.748635800290558
HPGDS	0	502	case	0.964291730299559	0.507602207944769	0.102720361262892	0.0549307282223953	0.761335934073557	0.18525332948793
TUBA3D	0	502	case	0.970372902013312	0.788823165012461	0.483719024833911	0.637522639339998	0.402662085784262	0.0849220204256829
GAB1	0	502	case	0.656694003304474	0.322481588061953	0.886765115012407	0.417320883626846	0.0514571665686354	0.661700436914934
FAS	0	502	case	0.290185566632867	0.976146535227356	0.420557514837392	0.154058327516862	0.30749593756604	0.939213156370957
DPP4	0	502	case	0.753736074133061	0.922338093331131	0.02925848703723	0.258990542158967	0.56253339120956	0.0899323623104628
ARL6IP5	0	502	case	0.406830134654488	0.538250333300567	0.610920680279354	0.376999837283115	0.075505653290734	0.655314300069037
EDEM3	0	502	case	0.938315840253697	0.463294879079307	0.408089537451172	0.0672801845433559	0.888024396725501	0.566843498428166
HTRA1	0	502	case	0.255427454937803	0.82075025085467	0.248946674813356	0.181581768675897	0.562447291599302	0.00312186435870165
ERCC2	0	502	case	0.533163240608823	0.951906506191454	0.652459724145901	0.575747615215569	0.194355125458527	0.651351480966231
NDUFC1	0	502	case	0.95475487037637	0.076272889439772	0.320277088369962	0.185885031598486	0.221452790874618	0.317097344109857
UBE3C	0	502	case	0.299400386560865	0.832513316595536	0.666457012048093	0.459914579612446	0.58174342527109	0.561164119281572
CHEBI:16108	0	502	case	0.591583534156367	0.995373810346204	0.847742491914359	0.235894920096525	0.0998002912774532	0.0248040903417872
C9orf78	0	502	case	0.203299145356336	0.64975098275464	0.762661063721127	0.0277520375895161	0.166602821775987	0.793540436257167
DDIT4	0	502	case	0.635883198886887	0.703952831044269	0.807013774619851	0.658453455956023	0.102093794787091	0.273088822573628
CHEBI:17761	0	502	case	0.798370257830259	0.932303197968757	0.632952443655251	0.158803562723388	0.146247104764678	0.8229113441199
COL5A3	0	502	case	0.650812135949142	0.568353918669942	0.688663539117781	0.408579771834726	0.63985318181102	0.603902451528603
TNFRSF14	0	502	case	0.795954985556127	0.380847529289527	0.320947861137131	0.32739187888055	0.372435451684637	0.386950094136329
WDTC1	0	502	case	0.233373768071567	0.634579484810422	0.531648494500774	0.746014728567984	0.162872966132474	0.0655353381042242
ZNF22	0	502	case	0.515765653195914	0.368699723575791	0.500400775515181	0.117544801822912	0.399793699859006	0.229172299721171
EXOC6B	0	502	case	0.837840690870234	0.468398760390358	0.432763214528361	0.174037524385108	0.755119084952242	0.0922545755501529
ITGA10	0	502	case	0.920790107998705	0.503413843283962	0.904282491633212	0.627409163987095	0.295210411660445	0.240978662136254
UBB	0	502	case	0.652519960748294	0.338603675277383	0.585200339522547	0.165763743909395	0.209643322721594	0.479522753134842
CHEBI:64694	0	502	case	0.917298803800668	0.574125621988357	0.840636517595249	0.71430528242953	0.480356487911089	0.909228263005315
PARP3	0	502	case	0.509839453514735	0.486932439429646	0.468813780579663	0.907037296307911	0.112987559416233	0.193782442199078
NIPSNAP1	0	502	case	0.974191483802598	0.262218985690441	0.545222329693841	0.218537741114588	0.132369640030042	0.447987606452409
PALM	0	502	case	0.111184983788934	0.878327698975432	0.634461696770441	0.211835943615888	0.0792973954603232	0.594213032930688
AHCYL2	0	502	case	0.0918718332714995	0.768057900271301	0.880799542861342	0.0650762004173646	0.976160296189226	0.469719097366558
CHEBI:17361	0	502	case	0.105561130735275	0.860981521803687	0.565747646843948	0.22999623088413	0.253619767514479	0.275012973937648
DAZAP2	0	502	case	0.593827604564268	0.660836094448244	0.478458646745197	0.021871875699117	0.719250284659865	0.138747386182163
SLC12A9	0	502	case	0.283595417078381	0.952528145373397	0.68251781671711	0.386794416028229	0.318383666829911	0.926838908385081
MYL9	0	502	case	0.5508108749796	0.298200989823935	0.946733471115376	0.993427789797032	0.51043095721181	0.148476249908329
GOT1L1	0	502	case	0.130974086365166	0.705900010029432	0.545261877330557	0.562635832519233	0.171572304395605	0.358519543033036
CCL14	0	502	case	0.833728948123066	0.700892172871074	0.688785898972834	0.633835426779715	0.90723509510185	0.0904579037306417
CHEBI:28061	0	502	case	0.917880091998639	0.374345601275841	0.77756103760802	0.314993424436676	0.286175231686453	0.372779031664365
LDLRAD1	0	502	case	0.504732317557449	0.318344828077252	0.898299948178677	0.152616233605404	0.46282792316263	0.447286056531946
CHEBI:34105	0	502	case	0.404958480117297	0.597082923214809	0.30704387392557	0.136950773617248	0.129439245288947	0.099624682921879
CHEBI:44680	0	502	case	0.606217932572783	0.388355668657057	0.0828329370324061	0.113271183329894	0.44214048973971	0.452364092600565
RRAS	0	502	case	0.214445740415978	0.817687743973866	0.950395335131906	0.700878852298407	0.590963929826328	0.533362361213085
TXN	0	502	case	0.519932255056438	0.981175704243327	0.0163706608566853	0.179986137481548	0.110970247102797	0.526664736926102
PIAS3	0	502	case	0.989185809639387	0.861989835287155	0.114668433182841	0.803668080429507	0.199852291472223	0.62968105880478
LECT1	0	502	case	0.694873211187083	0.337711990337124	0.216227329276232	0.548438361778913	0.0368774272976408	0.191830732290044
SLCO2B1	0	502	case	0.292831555968535	0.98444840547435	0.516990939531608	0.526489632720483	0.358544688773658	0.411293638131001
RPL30	0	502	case	0.801441737777535	0.548250891256417	0.245542144387298	0.571023363557369	0.134342698970895	0.235693361516778
CHEBI:15754	0	502	case	0.524740163941995	0.745093096440724	0.478854744051061	0.44880106057929	0.399057541172143	0.52352972891717
ETFA	0	502	case	0.816911179049531	0.717469602110285	0.744444447627629	0.303473118594698	0.495472930639889	0.332378948126979
LY6G6C	0	502	case	0.123693456864363	0.445788999516268	0.262431920229879	0.278902309933453	0.00480846355691233	0.473716902300036
MT-ND6	0	502	case	0.895954627639733	0.677724910719689	0.839141805139886	0.444338165332343	0.528314693572702	0.272543425036734
AIFM1	0	502	case	0.515375057119979	0.805838258794752	0.982492501505978	0.456882812653057	0.825773161442162	0.283915129328217
CHEBI:8555	0	502	case	0.606442208248527	0.955895838613192	0.181275170605328	0.842621831470619	0.313736456711858	0.184637117932269
NAT8B	0	502	case	0.8553468718769	0.54151802744995	0.579968709639967	0.187270141616205	0.285175798017812	0.169665012879374
PDE6B	0	502	case	0.733873298781272	0.684863781348805	0.550239103808507	0.452984391203147	0.328723020879438	0.134248402878824
HTR6	0	502	case	0.839749534874645	0.608160988594066	0.678491869414882	0.928879200710096	0.0180221330550887	0.931692742214252
C6orf223	0	502	case	0.828215270033629	0.880847202361808	0.0340571844812154	0.372332279639825	0.443989463403324	0.398823330482776
ESX1	0	502	case	0.879883582417879	0.959116903133932	0.900572290255528	0.678649200703148	0.714536728018305	0.260042990659034
BLOC1S5	0	502	case	0.0440791284676966	0.152901999674792	0.846605947069211	0.465070328743592	0.459780878009065	0.028529450771738
HSD3B1	0	502	case	0.979657439846574	0.668895692810288	0.728763483255897	0.545434258258452	0.904922169553713	0.487552957293551
FYCO1	0	502	case	0.398993422611629	0.831301681950567	0.406473678914791	0.74928371733147	0.386451653685206	0.127982660072096
SLC39A9	0	502	case	0.440186914269368	0.790235136913713	0.95180745705255	0.124877199137868	0.603016552280489	0.464367277418625
HLA-B	0	502	case	0.156807887544396	0.712710917791988	0.911985020914832	0.453234818121504	0.560319008710356	0.742590490862924
THRB	0	502	case	0.326034284066419	0.472597505041781	0.95141431651076	0.0747494384557664	0.845839755610487	0.673391623130582
TMF1	0	502	case	0.894500663904255	0.958059481020265	0.290244208783556	0.703651641928068	0.663318497680869	0.758250399432241
OR2M7	0	502	case	0.143637595059492	0.234302833273045	0.905462749730804	0.467901722684299	0.18819732885014	0.385886376816239
ATAD3A	0	502	case	0.871322066573022	0.464699398608742	0.402530235597016	0.458478681919285	0.100683407202839	0.0803465622400926
